time_ms,sensor_id,echo_us,valid,dist_cm,dist_f_cm,baseline_cm,enter_thr_cm,exit_thr_cm,danger,event
1702911,3,2120,1,156.8,155.9,156.9,120.0,140.0,0.0,0
1703174,5,1515,1,112.1,112.3,106.0,120.0,140.0,1.0,0
1703463,1,3539,1,261.9,252.3,251.6,191.6,211.6,0.0,0
1703774,2,4273,1,316.2,320.4,320.6,260.6,280.6,0.0,0
1704024,3,2131,1,157.7,156.1,156.9,120.0,140.0,0.0,0
1704272,5,1518,1,112.3,112.3,106.0,120.0,140.0,1.0,0
1704544,1,3357,1,248.4,252.0,251.6,191.6,211.6,0.0,0
1704826,2,4312,1,319.1,320.3,320.6,260.6,280.6,0.0,0
1705122,3,2106,1,155.9,156.1,156.9,120.0,140.0,0.0,0
1705387,5,1510,1,111.8,112.3,106.0,120.0,140.0,1.0,0
1705684,1,3395,1,251.2,252.0,251.6,191.6,211.6,0.0,0
1705947,2,4564,1,337.7,321.7,320.6,260.6,280.6,0.0,0
1706257,3,2126,1,157.3,156.2,156.9,120.0,140.0,0.0,0
1706528,5,1523,1,112.7,112.3,106.0,120.0,140.0,1.0,0
1706821,1,3493,1,258.5,252.5,251.6,191.6,211.6,0.0,0
1707129,2,4248,1,314.3,321.1,320.6,260.6,280.6,0.0,0
1707409,3,2087,1,154.5,156.0,156.9,120.0,140.0,0.0,0
1707705,5,1478,1,109.4,112.1,106.0,120.0,140.0,1.0,0
1707964,1,3352,1,248.1,252.1,251.6,191.6,211.6,0.0,0
1708223,2,4347,1,321.7,321.1,320.6,260.6,280.6,0.0,0
1708507,3,2099,1,155.3,156.0,156.9,120.0,140.0,0.0,0
1708783,5,1536,1,113.6,112.2,106.0,120.0,140.0,1.0,0
1709071,1,3497,1,258.8,252.7,251.6,191.6,211.6,0.0,0
1709335,2,4311,1,319.0,321.0,320.6,260.6,280.6,0.0,0
1709598,3,2180,1,161.3,156.4,156.9,120.0,140.0,0.0,0
1709864,5,1489,1,110.2,112.0,106.0,120.0,140.0,1.0,0
1710142,1,3545,1,262.4,253.4,251.6,191.6,211.6,0.0,0
1710438,2,4315,1,319.3,320.8,320.6,260.6,280.6,0.0,0
1710692,3,3558,1,263.3,165.0,156.9,120.0,140.0,0.0,0
1710976,5,1496,1,110.7,111.9,106.0,120.0,140.0,1.0,0
1711235,1,3347,1,247.7,253.0,251.6,191.6,211.6,0.0,0
1711505,2,4241,1,313.8,320.3,320.6,260.6,280.6,0.0,0
1711825,3,2137,1,158.1,164.4,156.9,120.0,140.0,0.0,0
1712089,5,1513,1,112.0,111.9,106.0,120.0,140.0,1.0,0
1712346,1,3428,1,253.6,253.0,251.6,191.6,211.6,0.0,0
1712631,2,4460,1,330.0,321.0,320.6,260.6,280.6,0.0,0
1712969,3,2137,1,158.1,163.9,156.9,120.0,140.0,0.0,0
1713261,5,1528,1,113.1,112.0,106.0,120.0,140.0,1.0,0
1713558,1,3326,1,246.1,252.5,251.6,191.6,211.6,0.0,0
1713854,2,4336,1,320.9,321.0,320.6,260.6,280.6,0.0,0
1714130,3,2055,1,152.1,163.0,156.9,120.0,140.0,0.0,0
1714376,5,1535,1,113.6,112.2,106.0,120.0,140.0,1.0,0
1714665,1,3247,1,240.3,251.5,251.6,191.6,211.6,0.0,0
1714946,2,4194,1,310.3,320.2,320.6,260.6,280.6,0.0,0
1715234,3,2113,1,156.4,162.4,156.9,120.0,140.0,0.0,0
1715529,5,1519,1,112.4,112.2,106.0,120.0,140.0,1.0,0
1715821,1,3444,1,254.9,251.8,251.6,191.6,211.6,0.0,0
1716095,2,4429,1,327.8,320.8,320.6,260.6,280.6,0.0,0
1716402,3,2061,1,152.5,161.6,156.9,120.0,140.0,0.0,0
1716706,5,1511,1,111.8,112.1,106.0,120.0,140.0,1.0,0
1717006,1,3389,1,250.8,251.7,251.6,191.6,211.6,0.0,0
1717292,2,4503,1,333.2,321.8,320.6,260.6,280.6,0.0,0
1717575,3,2122,1,157.0,161.3,156.9,120.0,140.0,0.0,0
1717885,5,1512,1,111.9,112.1,106.0,120.0,140.0,1.0,0
1718159,1,3449,1,255.2,252.0,251.6,191.6,211.6,0.0,0
1718415,2,4150,1,307.1,320.6,320.6,260.6,280.6,0.0,0
1718700,3,2140,1,158.4,161.0,156.9,120.0,140.0,0.0,0
1718985,5,1546,1,114.4,112.3,106.0,120.0,140.0,1.0,0
1719258,1,3449,1,255.2,252.2,251.6,191.6,211.6,0.0,0
1719545,2,4238,1,313.6,320.0,320.6,260.6,280.6,0.0,0
1719820,3,2139,1,158.3,160.8,156.9,120.0,140.0,0.0,0
1720073,5,1548,1,114.6,112.5,106.0,120.0,140.0,1.0,0
1720339,1,3487,1,258.0,252.7,251.6,191.6,211.6,0.0,0
1720620,2,4224,1,312.6,319.5,320.6,260.6,280.6,0.0,0
1720902,3,2110,1,156.2,160.4,156.9,120.0,140.0,0.0,0
1721178,5,1490,1,110.3,112.3,106.0,120.0,140.0,1.0,0
1721461,1,3376,1,249.8,252.5,251.6,191.6,211.6,0.0,0
1721754,2,4302,1,318.4,319.4,320.6,260.6,280.6,0.0,0
1722009,3,2109,1,156.0,160.1,156.9,120.0,140.0,0.0,0
1722291,5,1491,1,110.3,112.2,106.0,120.0,140.0,1.0,0
1722585,1,3418,1,253.0,252.5,251.6,191.6,211.6,0.0,0
1722868,2,4161,1,307.9,318.4,320.6,260.6,280.6,0.0,0
1723127,3,2145,1,158.8,160.0,156.9,120.0,140.0,0.0,0
1723416,5,1552,1,114.8,112.4,106.0,120.0,140.0,1.0,0
1723660,1,3452,1,255.5,252.7,251.6,191.6,211.6,0.0,0
1723920,2,4394,1,325.1,319.0,320.6,260.6,280.6,0.0,0
1724206,3,2122,1,157.0,159.7,156.9,120.0,140.0,0.0,0
1724502,5,1526,1,113.0,112.4,106.0,120.0,140.0,1.0,0
1724795,1,3434,1,254.1,252.8,251.6,191.6,211.6,0.0,0
1725038,2,4357,1,322.4,319.3,320.6,260.6,280.6,0.0,0
1725322,3,2123,1,157.1,159.5,156.9,120.0,140.0,0.0,0
1725598,5,1545,1,114.4,112.6,106.0,120.0,140.0,1.0,0
1725865,1,4385,1,324.5,258.6,251.6,191.6,211.6,0.0,0
1726126,2,4386,1,324.6,319.7,320.6,260.6,280.6,0.0,0
1726394,3,2176,1,161.0,159.7,156.9,120.0,140.0,0.0,0
1726705,5,1557,1,115.2,112.8,106.0,120.0,140.0,1.0,0
1726967,1,3561,1,263.5,259.0,251.6,191.6,211.6,0.0,0
1727226,2,4319,1,319.6,319.7,320.6,260.6,280.6,0.0,0
1727493,3,2085,1,154.3,159.2,156.9,120.0,140.0,0.0,0
1727784,5,1525,1,112.8,112.8,106.0,120.0,140.0,1.0,0
1728073,1,3372,1,249.5,258.2,251.6,191.6,211.6,0.0,0
1728327,2,4371,1,323.5,320.0,320.6,260.6,280.6,0.0,0
1728612,3,2126,1,157.3,159.1,156.9,120.0,140.0,0.0,0
1728878,5,1528,1,113.1,112.8,106.0,120.0,140.0,1.0,0
1729171,1,3482,1,257.7,258.2,251.6,191.6,211.6,0.0,0
1729412,2,4483,1,331.7,320.9,320.6,260.6,280.6,0.0,0
1729734,3,2125,1,157.2,158.9,156.9,120.0,140.0,0.0,0
1730017,5,1571,1,116.2,113.1,106.0,120.0,140.0,1.0,0
1730290,1,3553,1,262.9,258.6,251.6,191.6,211.6,0.0,0
1730591,2,4411,1,326.4,321.4,320.6,260.6,280.6,0.0,0
1730877,3,2107,1,155.9,158.7,156.9,120.0,140.0,0.0,0
1731207,5,1501,1,111.0,112.9,106.0,120.0,140.0,1.0,0
1731489,1,3375,1,249.7,257.8,251.6,191.6,211.6,0.0,0
1731797,2,4468,1,330.6,322.1,320.6,260.6,280.6,0.0,0
1732060,3,2129,1,157.6,158.6,156.9,120.0,140.0,0.0,0
1732329,5,1548,1,114.6,113.1,106.0,120.0,140.0,1.0,0
1732587,1,3382,1,250.2,257.2,251.6,191.6,211.6,0.0,0
1732869,2,4400,1,325.6,322.4,320.6,260.6,280.6,0.0,0
1733154,3,2087,1,154.4,158.3,156.9,120.0,140.0,0.0,0
1733459,5,1545,1,114.3,113.2,106.0,120.0,140.0,1.0,0
1733730,1,3394,1,251.2,256.8,251.6,191.6,211.6,0.0,0
1734017,2,4376,1,323.8,322.5,320.6,260.6,280.6,0.0,0
1734260,3,2114,1,156.4,158.1,156.9,120.0,140.0,0.0,0
1734532,5,1561,1,115.5,113.3,106.0,120.0,140.0,1.0,0
1734821,1,3244,1,240.0,255.4,251.6,191.6,211.6,0.0,0
1735091,2,4391,1,325.0,322.7,320.6,260.6,280.6,0.0,0
1735337,3,2159,1,159.8,158.2,156.9,120.0,140.0,0.0,0
1735600,5,1560,1,115.5,113.5,106.0,120.0,140.0,1.0,0
1735880,1,3508,1,259.6,255.8,251.6,191.6,211.6,0.0,0
1736176,2,4249,1,314.4,322.0,320.6,260.6,280.6,0.0,0
1736441,3,2126,1,157.3,158.2,156.9,120.0,140.0,0.0,0
1736710,5,1500,1,111.0,113.3,106.0,120.0,140.0,1.0,0
1736977,1,3514,1,260.0,256.1,251.6,191.6,211.6,0.0,0
1737262,2,4457,1,329.9,322.7,320.6,260.6,280.6,0.0,0
1737531,3,2169,1,160.5,158.4,156.9,120.0,140.0,0.0,0
1737773,5,1474,1,109.1,113.0,106.0,120.0,140.0,1.0,0
1738012,1,3331,1,246.5,255.3,251.6,191.6,211.6,0.0,0
1738276,2,4392,1,325.0,322.8,320.6,260.6,280.6,0.0,0
1738558,3,2131,1,157.7,158.3,156.9,120.0,140.0,0.0,0
1738856,5,1485,1,109.9,112.7,106.0,120.0,140.0,1.0,0
1739152,1,3349,1,247.8,254.7,251.6,191.6,211.6,0.0,0
1739453,2,4399,1,325.5,323.1,320.6,260.6,280.6,0.0,0
1739705,3,2080,1,153.9,158.0,156.9,120.0,140.0,0.0,0
1739996,5,1505,1,111.3,112.6,106.0,120.0,140.0,1.0,0
1740274,1,3427,1,253.6,254.6,251.6,191.6,211.6,0.0,0
1740557,2,4505,1,333.4,323.9,320.6,260.6,280.6,0.0,0
1740827,3,2094,1,154.9,157.7,156.9,120.0,140.0,0.0,0
1741141,5,1454,1,107.6,112.2,106.0,120.0,140.0,1.0,0
1741439,1,3632,1,268.7,255.8,251.6,191.6,211.6,0.0,0
1741661,2,4366,1,323.1,323.8,320.6,260.6,280.6,0.0,0
1741937,3,2118,1,156.7,157.6,156.9,120.0,140.0,0.0,0
1742202,5,1536,1,113.7,112.3,106.0,120.0,140.0,1.0,0
1742495,1,3474,1,257.1,255.9,251.6,191.6,211.6,0.0,0
1742737,2,4313,1,319.2,323.5,320.6,260.6,280.6,0.0,0
1743021,3,2120,1,156.9,157.6,156.9,120.0,140.0,0.0,0
1743316,5,1534,1,113.5,112.4,106.0,120.0,140.0,1.0,0
1743561,1,3416,1,252.8,255.6,251.6,191.6,211.6,0.0,0
1743837,2,4420,1,327.1,323.7,320.6,260.6,280.6,0.0,0
1744112,3,2126,1,157.3,157.5,156.9,120.0,140.0,0.0,0
1744381,5,1506,1,111.4,112.3,106.0,120.0,140.0,1.0,0
1744658,1,3335,1,246.8,254.9,251.6,191.6,211.6,0.0,0
1744943,2,4547,0,336.5,323.7,320.6,260.6,280.6,0.0,0
1745231,3,2135,1,158.0,157.6,156.9,120.0,140.0,0.0,0
1745524,5,1467,1,108.6,112.0,106.0,120.0,140.0,1.0,0
1745804,1,3354,1,248.2,254.4,251.6,191.6,211.6,0.0,0
1746077,2,4297,1,318.0,323.3,320.6,260.6,280.6,0.0,0
1746330,3,2152,1,159.3,157.7,156.9,120.0,140.0,0.0,0
1746622,5,1514,1,112.0,112.0,106.0,120.0,140.0,1.0,0
1746917,1,3525,1,260.9,254.9,251.6,191.6,211.6,0.0,0
1747184,2,4378,1,324.0,323.3,320.6,260.6,280.6,0.0,0
1747444,3,2135,1,158.0,157.7,156.9,120.0,140.0,0.0,0
1747701,5,1500,1,111.0,112.0,106.0,120.0,140.0,1.0,0
1747977,1,3433,1,254.0,254.8,251.6,191.6,211.6,0.0,0
1748218,2,4218,1,312.1,322.4,320.6,260.6,280.6,0.0,0
1748517,3,2074,1,153.5,157.4,156.9,120.0,140.0,0.0,0
1748800,5,1514,1,112.1,112.0,106.0,120.0,140.0,1.0,0
1749107,1,3549,1,262.6,255.4,251.6,191.6,211.6,0.0,0
1749402,2,4392,1,325.0,322.6,320.6,260.6,280.6,0.0,0
1749650,3,2120,1,156.9,157.4,156.9,120.0,140.0,0.0,0
1749907,5,1517,1,112.3,112.0,106.0,120.0,140.0,1.0,0
1750174,1,3382,1,250.2,255.0,251.6,191.6,211.6,0.0,0
1750454,2,4276,1,316.4,322.1,320.6,260.6,280.6,0.0,0
1750718,3,2120,1,156.9,157.3,156.9,120.0,140.0,0.0,0
1750997,5,1480,1,109.5,111.8,106.0,120.0,140.0,1.0,0
1751300,1,3303,0,244.4,255.0,251.6,191.6,211.6,0.0,0
1751579,2,4371,1,323.5,322.3,320.6,260.6,280.6,0.0,0
1751878,3,2087,1,154.4,157.1,156.9,120.0,140.0,0.0,0
1752135,5,1528,1,113.1,111.9,106.0,120.0,140.0,1.0,0
1752399,1,3290,1,243.5,254.1,251.6,191.6,211.6,0.0,0
1752683,2,4162,1,308.0,321.1,320.6,260.6,280.6,0.0,0
1752950,3,2155,1,159.5,157.3,156.9,120.0,140.0,0.0,0
1753236,5,1494,1,110.5,111.8,106.0,120.0,140.0,1.0,0
1753555,1,3494,1,258.5,254.5,251.6,191.6,211.6,0.0,0
1753803,2,4327,1,320.2,321.0,320.6,260.6,280.6,0.0,0
1754064,3,2096,1,155.1,157.1,156.9,120.0,140.0,0.0,0
1754328,5,1518,1,112.3,111.8,106.0,120.0,140.0,1.0,0
1754582,1,3387,1,250.6,254.2,251.6,191.6,211.6,0.0,0
1754861,2,4309,1,318.9,320.9,320.6,260.6,280.6,0.0,0
1755133,3,2103,1,155.6,157.0,156.9,120.0,140.0,0.0,0
1755419,5,1467,1,108.6,111.6,106.0,120.0,140.0,1.0,0
1755677,1,3404,1,251.9,254.0,251.6,191.6,211.6,0.0,0
1755968,2,4273,1,316.2,320.5,320.6,260.6,280.6,0.0,0
1756253,3,2123,1,157.1,157.0,156.9,120.0,140.0,0.0,0
1756532,5,1520,1,112.5,111.6,106.0,120.0,140.0,1.0,0
1756827,1,3446,1,255.0,254.1,251.6,191.6,211.6,0.0,0
1757094,2,4183,1,309.6,319.6,320.6,260.6,280.6,0.0,0
1757402,3,2088,1,154.5,156.8,156.9,120.0,140.0,0.0,0
1757634,5,1505,1,111.4,111.6,106.0,120.0,140.0,1.0,0
1757896,1,3449,1,255.3,254.1,251.6,191.6,211.6,0.0,0
1758164,2,4488,1,332.1,320.6,320.6,260.6,280.6,0.0,0
1758461,3,2107,1,155.9,156.7,156.9,120.0,140.0,0.0,0
1758770,5,1517,1,112.3,111.7,106.0,120.0,140.0,1.0,0
1759066,1,3243,1,240.0,253.0,251.6,191.6,211.6,0.0,0
1759396,2,4415,1,326.7,321.1,320.6,260.6,280.6,0.0,0
1759694,3,2163,1,160.0,157.0,156.9,120.0,140.0,0.0,0
1759957,5,1530,1,113.2,111.8,106.0,120.0,140.0,1.0,0
1760229,1,3293,1,243.7,252.3,251.6,191.6,211.6,0.0,0
1760482,2,4446,1,329.0,321.7,320.6,260.6,280.6,0.0,0
1760770,3,2149,1,159.0,157.2,156.9,120.0,140.0,0.0,0
1761042,5,1540,1,113.9,112.0,106.0,120.0,140.0,1.0,0
1761329,1,3561,1,263.5,253.2,251.6,191.6,211.6,0.0,0
1761647,2,4467,1,330.6,322.4,320.6,260.6,280.6,0.0,0
1761915,3,2066,1,152.9,156.8,156.9,120.0,140.0,0.0,0
1762158,5,1543,1,114.2,112.1,106.0,120.0,140.0,1.0,0
1762431,1,3381,1,250.2,252.9,251.6,191.6,211.6,0.0,0
1762721,2,4328,1,320.2,322.3,320.6,260.6,280.6,0.0,0
1762976,3,2099,1,155.3,156.7,156.9,120.0,140.0,0.0,0
1763234,5,1541,1,114.0,112.3,106.0,120.0,140.0,1.0,0
1763517,1,3339,1,247.1,252.5,251.6,191.6,211.6,0.0,0
1763813,2,4376,1,323.8,322.4,320.6,260.6,280.6,0.0,0
1764059,3,2111,1,156.2,156.7,156.9,120.0,140.0,0.0,0
1764377,5,1478,1,109.4,112.1,106.0,120.0,140.0,1.0,0
1764647,1,3414,1,252.6,252.5,251.6,191.6,211.6,0.0,0
1764917,2,4319,1,319.6,322.2,320.6,260.6,280.6,0.0,0
1765228,3,2121,1,156.9,156.7,156.9,120.0,140.0,0.0,0
1765506,5,1499,1,110.9,112.0,106.0,120.0,140.0,1.0,0
1765744,1,3327,1,246.2,252.0,251.6,191.6,211.6,0.0,0
1766048,2,4657,1,344.6,324.0,320.6,260.6,280.6,0.0,0
1766329,3,2115,1,156.5,156.7,156.9,120.0,140.0,0.0,0
1766601,5,1514,1,112.1,112.0,106.0,120.0,140.0,1.0,0
1766884,1,3349,1,247.8,251.6,251.6,191.6,211.6,0.0,0
1767179,2,4281,1,316.8,323.4,320.6,260.6,280.6,0.0,0
1767420,3,2099,1,155.3,156.6,156.9,120.0,140.0,0.0,0
1767678,5,1515,1,112.1,112.0,106.0,120.0,140.0,1.0,0
1767934,1,3309,1,244.9,251.1,251.6,191.6,211.6,0.0,0
1768220,2,4470,1,330.7,324.0,320.6,260.6,280.6,0.0,0
1768491,3,2102,1,155.5,156.5,156.9,120.0,140.0,0.0,0
1768754,5,1474,1,109.1,111.8,106.0,120.0,140.0,1.0,0
1769048,1,3531,1,261.3,251.9,251.6,191.6,211.6,0.0,0
1769305,2,4404,1,325.9,324.1,320.6,260.6,280.6,0.0,0
1769618,3,2102,1,155.6,156.4,156.9,120.0,140.0,0.0,0
1769898,5,1520,1,112.5,111.8,106.0,120.0,140.0,1.0,0
1770168,1,3430,1,253.8,252.1,251.6,191.6,211.6,0.0,0
1770410,2,4272,1,316.1,323.5,320.6,260.6,280.6,0.0,0
1770681,3,2116,1,156.6,156.4,156.9,120.0,140.0,0.0,0
1770935,5,1543,1,114.2,112.0,106.0,120.0,140.0,1.0,0
1771226,1,3360,1,248.7,251.8,251.6,191.6,211.6,0.0,0
1771462,2,4308,1,318.8,323.1,320.6,260.6,280.6,0.0,0
1771734,3,2199,1,162.8,156.9,156.9,120.0,140.0,0.0,0
1771984,5,1519,1,112.4,112.0,106.0,120.0,140.0,1.0,0
1772254,1,3295,1,243.8,251.2,251.6,191.6,211.6,0.0,0
1772493,2,4438,1,328.4,323.5,320.6,260.6,280.6,0.0,0
1772744,3,2137,1,158.1,157.0,156.9,120.0,140.0,0.0,0
1773062,5,1492,1,110.4,111.9,106.0,120.0,140.0,1.0,0
1773340,1,3531,1,261.3,252.0,251.6,191.6,211.6,0.0,0
1773626,2,4353,1,322.1,323.4,320.6,260.6,280.6,0.0,0
1773909,3,2108,1,156.0,156.9,156.9,120.0,140.0,0.0,0
1774205,5,1547,1,114.5,112.1,106.0,120.0,140.0,1.0,0
1774470,1,3338,1,247.0,251.6,251.6,191.6,211.6,0.0,0
1774751,2,4415,1,326.7,323.7,320.6,260.6,280.6,0.0,0
1775029,3,2095,1,155.0,156.8,156.9,120.0,140.0,0.0,0
1775318,5,1519,1,112.4,112.1,106.0,120.0,140.0,1.0,0
1775636,1,3403,1,251.8,251.6,251.6,191.6,211.6,0.0,0
1775960,2,4380,1,324.1,323.7,320.6,260.6,280.6,0.0,0
1776231,3,2132,1,157.8,156.9,156.9,120.0,140.0,0.0,0
1776510,5,1518,1,112.4,112.2,106.0,120.0,140.0,1.0,0
1776805,1,3430,1,253.8,251.8,251.6,191.6,211.6,0.0,0
1777094,2,4417,1,326.8,324.0,320.6,260.6,280.6,0.0,0
1777370,3,2085,1,154.3,156.7,156.9,120.0,140.0,0.0,0
1777677,5,1516,1,112.2,112.2,106.0,120.0,140.0,1.0,0
1777957,1,3313,1,245.2,251.2,251.6,191.6,211.6,0.0,0
1778206,2,4214,1,311.8,323.0,320.6,260.6,280.6,0.0,0
1778476,3,2132,1,157.8,156.8,156.9,120.0,140.0,0.0,0
1778772,5,1536,1,113.7,112.3,106.0,120.0,140.0,1.0,0
1779039,1,3393,1,251.1,251.2,251.6,191.6,211.6,0.0,0
1779316,2,4390,1,324.8,323.1,320.6,260.6,280.6,0.0,0
1779591,3,2108,1,156.0,156.7,156.9,120.0,140.0,0.0,0
1779880,5,1502,1,111.1,112.2,106.0,120.0,140.0,1.0,0
1780159,1,3409,1,252.3,251.3,251.6,191.6,211.6,0.0,0
1780408,2,4371,1,323.4,323.2,320.6,260.6,280.6,0.0,0
1780698,3,2063,1,152.6,156.4,156.9,120.0,140.0,0.0,0
1780972,5,1568,1,116.0,112.5,106.0,120.0,140.0,1.0,0
1781239,1,3476,0,257.2,251.3,251.6,191.6,211.6,0.0,0
1781530,2,4270,1,316.0,322.6,320.6,260.6,280.6,0.0,0
1781813,3,2042,1,151.1,155.9,156.9,120.0,140.0,0.0,0
1782106,5,1535,1,113.6,112.6,106.0,120.0,140.0,1.0,0
1782391,1,3342,1,247.3,251.0,251.6,191.6,211.6,0.0,0
1782683,2,4292,1,317.6,322.2,320.6,260.6,280.6,0.0,0
1782972,3,2076,1,153.6,155.8,156.9,120.0,140.0,0.0,0
1783236,5,1462,1,108.2,112.2,106.0,120.0,140.0,1.0,0
1783499,1,3229,1,239.0,250.0,251.6,191.6,211.6,0.0,0
1783771,2,4302,1,318.4,321.9,320.6,260.6,280.6,0.0,0
1784011,3,2082,1,154.1,155.6,156.9,120.0,140.0,0.0,0
1784309,5,1549,1,114.6,112.4,106.0,120.0,140.0,1.0,0
1784576,1,3657,1,270.6,251.7,251.6,191.6,211.6,0.0,0
1784872,2,4371,1,323.5,322.0,320.6,260.6,280.6,0.0,0
1785135,3,2139,1,158.3,155.8,156.9,120.0,140.0,0.0,0
1785400,5,1477,1,109.3,112.2,106.0,120.0,140.0,1.0,0
1785705,1,3521,1,260.6,252.4,251.6,191.6,211.6,0.0,0
1786010,2,4220,1,312.3,321.2,320.6,260.6,280.6,0.0,0
1786268,3,2119,1,156.8,155.9,156.9,120.0,140.0,0.0,0
1786570,5,1551,1,114.7,112.4,106.0,120.0,140.0,1.0,0
1786831,1,3386,1,250.6,252.2,251.6,191.6,211.6,0.0,0
1787149,2,4203,1,311.0,320.4,320.6,260.6,280.6,0.0,0
1787437,3,2158,1,159.7,156.2,156.9,120.0,140.0,0.0,0
1787739,5,1529,1,113.2,112.4,106.0,120.0,140.0,1.0,0
1788039,1,3453,1,255.5,252.5,251.6,191.6,211.6,0.0,0
1788358,2,4348,1,321.7,320.5,320.6,260.6,280.6,0.0,0
1788651,3,2141,1,158.5,156.4,156.9,120.0,140.0,0.0,0
1788944,5,1517,1,112.3,112.4,106.0,120.0,140.0,1.0,0
1789240,1,3450,1,255.3,252.7,251.6,191.6,211.6,0.0,0
1789521,2,4427,1,327.6,321.1,320.6,260.6,280.6,0.0,0
1789791,3,1031,1,76.3,150.0,156.9,120.0,140.0,0.0,0
1790061,5,1504,1,111.3,112.3,106.0,120.0,140.0,1.0,0
1790323,1,3529,1,261.1,253.4,251.6,191.6,211.6,0.0,0
1790596,2,4325,1,320.0,321.0,320.6,260.6,280.6,0.0,0
1790888,3,2108,1,156.0,150.5,156.9,120.0,140.0,0.0,0
1791140,5,1525,1,112.9,112.4,106.0,120.0,140.0,1.0,0
1791411,1,3365,1,249.0,253.0,251.6,191.6,211.6,0.0,0
1791732,2,4056,1,300.2,319.3,320.6,260.6,280.6,0.0,0
1792007,3,2148,1,158.9,151.1,156.9,120.0,140.0,0.0,0
1792289,5,1561,1,115.5,112.6,106.0,120.0,140.0,1.0,0
1792560,1,3492,1,258.4,253.5,251.6,191.6,211.6,0.0,0
1792840,2,4158,1,307.7,318.4,320.6,260.6,280.6,0.0,0
1793117,3,2149,1,159.0,151.8,156.9,120.0,140.0,0.0,0
1793409,5,1518,1,112.4,112.6,106.0,120.0,140.0,1.0,0
1793686,1,3495,1,258.6,253.9,251.6,191.6,211.6,0.0,0
1793948,2,4348,1,321.8,318.7,320.6,260.6,280.6,0.0,0
1794184,3,2140,1,158.3,152.3,156.9,120.0,140.0,0.0,0
1794461,5,1493,1,110.5,112.4,106.0,120.0,140.0,1.0,0
1794747,1,3322,1,245.8,253.2,251.6,191.6,211.6,0.0,0
1795049,2,4391,1,325.0,319.2,320.6,260.6,280.6,0.0,0
1795315,3,2147,1,158.9,152.8,156.9,120.0,140.0,0.0,0
1795607,5,1544,1,114.2,112.6,106.0,120.0,140.0,1.0,0
1795857,1,3454,1,255.6,253.4,251.6,191.6,211.6,0.0,0
1796164,2,4317,1,319.5,319.2,320.6,260.6,280.6,0.0,0
1796435,3,2103,1,155.6,153.1,156.9,120.0,140.0,0.0,0
1796700,5,1529,1,113.1,112.6,106.0,120.0,140.0,1.0,0
1796986,1,3344,1,247.5,253.0,251.6,191.6,211.6,0.0,0
1797267,2,4485,1,331.9,320.2,320.6,260.6,280.6,0.0,0
1797536,3,2123,1,157.1,153.4,156.9,120.0,140.0,0.0,0
1797811,5,1481,1,109.6,112.4,106.0,120.0,140.0,1.0,0
1798095,1,3285,1,243.1,252.2,251.6,191.6,211.6,0.0,0
1798404,2,4525,1,334.9,321.4,320.6,260.6,280.6,0.0,0
1798693,3,2113,1,156.4,153.6,156.9,120.0,140.0,0.0,0
1798968,5,1478,1,109.4,112.1,106.0,120.0,140.0,1.0,0
1799248,1,3402,1,251.8,252.1,251.6,191.6,211.6,0.0,0
1799524,2,4243,1,314.0,320.8,320.6,260.6,280.6,0.0,0
1799797,3,2151,1,159.2,154.1,156.9,120.0,140.0,0.0,0
1800044,5,1525,1,112.9,112.2,106.0,120.0,140.0,1.0,0
1800325,1,3513,1,260.0,252.8,251.6,191.6,211.6,0.0,0
1800609,2,4563,1,337.6,322.1,320.6,260.6,280.6,0.0,0
1800883,3,2122,1,157.0,154.3,156.9,120.0,140.0,0.0,0
1801172,5,1478,1,109.3,112.0,106.0,120.0,140.0,1.0,0
1801446,1,3587,1,265.5,253.8,251.6,191.6,211.6,0.0,0
1801723,2,4610,1,341.1,323.7,320.6,260.6,280.6,0.0,0
1801966,3,2160,1,159.8,154.7,156.9,120.0,140.0,0.0,0
1802231,5,1525,1,112.9,112.0,106.0,120.0,140.0,1.0,0
1802523,1,3284,1,243.0,252.9,251.6,191.6,211.6,0.0,0
1802781,2,4396,1,325.3,323.8,320.6,260.6,280.6,0.0,0
1803039,3,2093,1,154.9,154.8,156.9,120.0,140.0,0.0,0
1803317,5,1524,1,112.8,112.1,106.0,120.0,140.0,1.0,0
1803588,1,3335,1,246.8,252.4,251.6,191.6,211.6,0.0,0
1803873,2,4260,1,315.3,323.1,320.6,260.6,280.6,0.0,0
1804144,3,2154,1,159.4,155.1,156.9,120.0,140.0,0.0,0
1804395,5,1475,1,109.1,111.9,106.0,120.0,140.0,1.0,0
1804689,1,3514,1,260.0,253.0,251.6,191.6,211.6,0.0,0
1804952,2,4247,1,314.3,322.4,320.6,260.6,280.6,0.0,0
1805211,3,2159,1,159.7,155.5,156.9,120.0,140.0,0.0,0
1805488,5,1422,1,105.2,111.3,106.0,120.0,140.0,1.0,0
1805769,1,3482,1,257.7,253.4,251.6,191.6,211.6,0.0,0
1806032,2,4217,1,312.1,321.6,320.6,260.6,280.6,0.0,0
1806328,3,2147,1,158.9,155.8,156.9,120.0,140.0,0.0,0
1806634,5,1498,1,110.9,111.3,106.0,120.0,140.0,1.0,0
1806911,1,3536,1,261.6,254.1,251.6,191.6,211.6,0.0,0
1807137,2,4266,1,315.7,321.1,320.6,260.6,280.6,0.0,0
